x,y,age,sex,prior_visit,behavior_type,group_number,group_type,group_leader,initial_energy,ID,role,exit,prompt,table,party,turned back x,turned back y,starting room,ids employees y/n,employee location x1,employee location y1
255,241,,female,FALSE,,,,,100,j14,patron,C,,,,,,cabaret room,,,
208,405,,female,FALSE,,,,,100,j15,patron,M,,,,,,Crystal Room 4,,,
279,298,,male,FALSE,,,,,100,j16,patron,S,,,,,,cabaret room,,,
150,75,,female,TRUE,,,,,100,r115,tipped staff,M,,,,,,Main bar,,,
137,72,,male,TRUE,,,,,100,r116,tipped staff,M,,,,,,Main bar,,,
216,45,,male,FALSE,,,,,100,j18,patron,,,,,,,garden 2,,,
225,58,,male,TRUE,,,,,100,j2,tipped staff,C,,,,,,zebra room,,,
250,301,,male,FALSE,,j22,4,,100,j22,patron,GC,,,,,,cabaret room,,,
266,300,,male,FALSE,,j22,4,,100,j22a,patron,GC,,,,,,cabaret room,,,
93,220,,male,TRUE,,,,,100,j3,non-tipped,,,,,,,kitchen,,,
74,54,,male,TRUE,,,,,100,j50,tipped staff,S,,,,,,main dining,,,
265,227,,male,FALSE,,,,,100,j51,patron,S,,,,,,cabaret room,,,
260,212,,male,FALSE,,,,,100,j52,patron,C,,,,,,cabaret room,,,
203,399,,male,FALSE,,,,,100,j53,patron,K,,,,,,Crystal Room 4,,,
256,219,,female,TRUE,,,,,100,j6,tipped staff,S,,,,,,cabaret room,,,
59,143,,male,TRUE,,,,,100,j8,non-tipped,,,,,,,kitchen,,,
250,211,,male,FALSE,,j9,4,,100,j9,patron,GC,,,,,,cabaret room,,,
281,242,,female,FALSE,,j9,4,,100,j9a,patron,GC,,,,,,cabaret room,,,
250,252,,female,FALSE,,dayton aaa,2,,100,jb,patron,d,,dayton aaa table ,,,,cabaret room,,,
254,225,,female,FALSE,,tristate road runners,2,,100,jc1,patron,,,tristate road runners table 10,,,,cabaret room,,,
270,229,,female,FALSE,,tristate road runners,2,,100,jc2,patron,,,tristate road runners table 10,,,,cabaret room,,,
258,217,,female,FALSE,,tristate road runners,2,,100,jd80,patron,,,tristate road runners table 6,,,,cabaret room,,,
258,304,,male,FALSE,,tristate road runners,2,,100,jd81,patron,,,tristate road runners table 6,,,,cabaret room,,,
265,318,,male,FALSE,,tristate road runners,2,,100,jf68,patron,d,,tristate road runners table 4,,,,cabaret room,,,
256,222,,female,FALSE,,tristate road runners,2,,100,jf69,patron,,,tristate road runners table 4,,,,cabaret room,,,
251,276,,male,FALSE,,tristate road runners,2,,100,jr21,patron,,,tristate road runners table 8,,,,cabaret room,,,
270,205,,female,FALSE,,tristate road runners,2,,100,jr22,patron,,,tristate road runners table 8,,,,cabaret room,,,
262,243,,female,FALSE,,tristate road runners,2,,100,jr24,patron,,,tristate road runners table 2,,,,cabaret room,,,
269,300,,male,FALSE,,tristate road runners,2,,100,jr61,patron,d,,tristate road runners table 3,,,,cabaret room,,,
256,303,,female,FALSE,,tristate road runners,2,,100,jr62,patron,d,,tristate road runners table 3,,,,cabaret room,,,
246,206,,male,FALSE,,tristate road runners,2,,100,js1,patron,,,tristate road runners table 10,,,,cabaret room,,,
283,261,,female,FALSE,,tristate road runners,2,,100,js2,patron,,,tristate road runners table 10,,,,cabaret room,,,
267,272,,female,FALSE,,tristate road runners,2,,100,js3,patron,,,tristate road runners table 10,,,,cabaret room,,,
266,215,,male,FALSE,,tristate road runners,2,,100,jt38,patron,,,tristate road runners table 5,,,,cabaret room,,,
267,291,,female,FALSE,,tristate road runners,2,,100,jt39,patron,,,tristate road runners table 5,,,,cabaret room,,,
147,68,,male,TRUE,,,,,100,k1,tipped staff,S,,,,,,Main bar,,,
146,31,,male,TRUE,,,,,100,k11,non-tipped,S,,,,,,crystal rooms,,,
263,253,,female,TRUE,,,,,100,k14,non-tipped,,,,,,,cabaret room,,,
269,273,,male,FALSE,,,,,100,k15,patron,GC,,,,,,cabaret room,,,
274,304,,female,FALSE,,,,,100,k16,patron,GC,,,,,,cabaret room,,,
277,282,,female,FALSE,,,,,100,k17,patron,GC,,,,,,cabaret room,,,
257,324,,male,FALSE,,k18,4,,100,k18,patron,S,,,,,,cabaret room,,,
281,247,,female,FALSE,,k18,4,,100,k18a,patron,S,,,,,,cabaret room,,,
100,77,,female,FALSE,,,,,100,k19,patron,K,,,,,,main dining,,,
80,64,,male,FALSE,,,,,100,k20,patron,K,,,,,,main dining,,,
154,67,,female,FALSE,,,,,100,k21,patron,M,,,,,,Foyer,,,
266,278,,female,FALSE,,,,,100,k22,patron,S,,,,,,cabaret room,,,
253,313,,female,FALSE,,,,,100,k23,patron,S,,,,,,cabaret room,,,
256,228,,female,FALSE,,k25,4,,100,k25,patron,S,,,,,,cabaret room,,,
269,200,,male,FALSE,,k25,4,,100,k25a,patron,S,,,,,,cabaret room,,,
187,404,,male,FALSE,,,,,100,k28,patron,K,,,,,,Crystal Room 4,,,
136,127,,,FALSE,,k29,4,,100,k29,patron,G2,,,,,,empire room,,,
199,121,,female,FALSE,,k29,4,,100,k29a,patron,G2,,,,,,empire room,,,
191,125,,female,FALSE,,,,,100,k30,patron,M,,,,,,empire room,,,
282,307,,male,FALSE,,,,,100,k31,patron,S,,,,,,cabaret room,,,
255,279,,female,FALSE,,,,,100,k32,patron,S,,,,,,cabaret room,,,
98,50,,female,FALSE,,,,,100,k34,patron,K,,,,,,main dining,,,
306,213,,male,TRUE,,,,,100,k7,non-tipped,M,,,,,,show room,,,
273,227,,female,FALSE,,,,,100,k8,patron,C,,,,,,cabaret room,,,
154,140,,male,FALSE,,,,,100,k87,patron,M,,,,,,Foyer,,,
69,181,,female,TRUE,,,,,100,k9,tipped staff,,,,,,,kitchen,,,
276,293,,female,FALSE,,dayton aaa,2,,100,ka,patron,,,dayton aaa table ,,,,cabaret room,,,
260,239,,female,FALSE,,tristate road runners,2,,100,kc33,patron,,,tristate road runners table 6,,,,cabaret room,,,
250,286,,female,FALSE,,tristate road runners,2,,100,kl40,patron,,,tristate road runners table 7,,,,cabaret room,,,
71,201,,male,TRUE,,,,,100,l11,non-tipped,S,,,,,,kitchen,,,
281,224,23,female,FALSE,,,,,100,l12,patron,C,,,,,,cabaret room,,,
165,137,,female,FALSE,,,,,100,l16,patron,M,,,,,,Foyer,,,
246,278,,male,FALSE,,,,,100,l19,patron,GC,,,,,,cabaret room,,,
282,291,,female,FALSE,,,,,100,l2,patron,C,,,,,,cabaret room,,,
263,215,,female,FALSE,,,,,100,l20,patron,S,,,,,,cabaret room,,,
275,233,,male,FALSE,,,,,100,l22,patron,C,,,,,,cabaret room,,,
249,203,,female,FALSE,,,,,100,l26,patron,GC,,,,,,cabaret room,,,
208,166,,female,TRUE,,,,,100,l4,non-tipped,,,,,,,? in back,,,
144,391,,male,FALSE,,,,,100,l6,patron,K,,,,,,Crystal Room 6,,,
135,35,,male,TRUE,,,,,100,l7,non-tipped,,,,,,,crystal rooms,,,
132,392,,female,FALSE,,,,,100,l8,patron,K,,,,,,Crystal Room 6,,,
212,400,,female,FALSE,,l89,4,,100,l89,patron,K,,,,,,Crystal Room 4,,,
198,390,,female,FALSE,,l89,4,,100,l89a,patron,K,,,,,,Crystal Room 4,,,
262,275,,female,TRUE,,,,,100,l9,contractor,M,,,,,,cabaret room,,,
263,237,,female,FALSE,,,,,100,l9a,patron,S,,,,,,cabaret room,,,
269,264,,female,FALSE,,dayton aaa,2,,100,l91,patron,,,dayton aaa table ,,,,cabaret room,,,
99,72,,male,FALSE,,l93,4,,100,l93,patron,K,,,,,,main dining,,,
67,67,,female,FALSE,,l93,4,,100,l93a,patron,K,,,,,,main dining,,,
253,292,23,male,FALSE,,,,,100,l98,patron,C,,,,,,cabaret room,,,
260,283,,female,FALSE,,tristate road runners,2,,100,las,patron,,,tristate road runners table 10,,,,cabaret room,,,
248,246,,female,FALSE,,tristate road runners,2,,100,lb14,patron,,,tristate road runners table 7,,,,cabaret room,,,
252,212,,female,FALSE,,tristate road runners,2,,100,lc,patron,,,tristate road runners table 10,,,,cabaret room,,,
247,232,,female,FALSE,,dayton aaa,2,,100,lh,patron,,,dayton aaa table ,,,,cabaret room,,,
260,254,,female,FALSE,,tristate road runners,2,,100,lh30,patron,,,tristate road runners table 9,,,,cabaret room,,,
258,279,,female,FALSE,,dayton aaa,2,,100,lj,patron,d,,dayton aaa table ,,,,cabaret room,,,
279,289,,female,FALSE,,dayton aaa,2,,100,ll,patron,d,,dayton aaa table ,,,,cabaret room,,,
252,247,,male,FALSE,,tristate road runners,2,,100,lm10,patron,,,tristate road runners table 5,,,,cabaret room,,,
263,208,,female,FALSE,,tristate road runners,2,,100,lm11,patron,,,tristate road runners table 5,,,,cabaret room,,,
257,236,,female,FALSE,,dayton aaa,2,,100,lo,patron,,,dayton aaa table ,,,,cabaret room,,,
194,44,,male,TRUE,,,,,100,m10,tipped staff,S,,,,,,bathroom,,,
254,322,,female,FALSE,,m117,4,,100,m117a,patron,C,,,,,,cabaret room,,,
274,119,,male,TRUE,,,,,100,m12,contractor,M,,,,,,Viennese Room,,,
187,85,,male,TRUE,,,,,100,m5,tipped staff,K,,,,,,Main bar,,,
274,47,,male,FALSE,,,,,100,m9,patron,,,,,,,Viennese Room,,,
266,276,,female,FALSE,,,,,100,m145,patron,GC,,,,,,cabaret room,,,
259,232,,male,FALSE,,dayton aaa,2,,100,m146,patron,,,dayton aaa table ,,,,cabaret room,,,
275,275,,male,FALSE,,dayton aaa,2,,100,m147,patron,,,dayton aaa table ,,,,cabaret room,,,
271,204,,male,FALSE,,dayton aaa,2,,100,m148,patron,,,dayton aaa table ,,,,cabaret room,,,
211,396,,female,FALSE,,,,,100,m15,patron,K,,,,,,Crystal Room 4,,,
280,224,,female,FALSE,,,,,100,m152,patron,GC,,,,,,cabaret room,,,
193,390,,female,FALSE,,m16,4,,100,m16,patron,K,,,,,,Crystal Room 4,,,
204,394,,female,FALSE,,m16,4,,100,m16a,patron,K,,,,,,Crystal Room 4,,,
260,243,,male,FALSE,,,,,100,m17,patron,GC,,,,,,cabaret room,,,
263,249,,female,FALSE,,,,,100,m18,patron,GC,,,,,,cabaret room,,,
181,78,,male,TRUE,,,,,100,n48,tipped staff,M,,,,,,Main bar,,,
34,79,,male,FALSE,,,,,100,m2,patron,C,,,,,,basement,,,
251,201,,female,FALSE,,,,,100,m21,patron,S,,,,,,cabaret room,,,
86,64,,male,FALSE,,,,,100,m22,patron,S,,,,,,main dining,,,
274,237,,female,FALSE,,,,,100,m23,patron,GC,,,,,,cabaret room,,,
257,243,,male,FALSE,,,,,100,m24,patron,GC,,,,,,cabaret room,,,
94,70,,female,FALSE,,,,,100,m25,patron,K,,,,,,main dining,,,
278,247,,female,FALSE,,,,,100,m28,patron,GC,,,,,,cabaret room,,,
256,220,,female,FALSE,,,,,100,m29,patron,GC,,,,,,cabaret room,,,
259,287,60,female,FALSE,,,,,100,m3,patron,C,,,,,,cabaret room,,,
251,232,,male,FALSE,,,,,100,m30,patron,S,,,,,,cabaret room,,,
179,116,,male,FALSE,,,,,100,m31,patron,M,,,,,,empire room,,,
202,112,,male,TRUE,,,,,100,m32,tipped staff,G1,,,,,,empire room,,,
254,237,,female,TRUE,,,,,100,m36,tipped staff,GC,,,,,,cabaret room,,,
253,91,,male,FALSE,,,,,100,m1,patron,GC,,,,,,Viennese Room,,,
278,268,,male,FALSE,,,,,100,m7a,patron,C,,,,,,cabaret room,,,
266,320,,female,FALSE,,,,,100,m7,patron,S,,,,,,cabaret room,,,
264,77,,male,FALSE,,d97,4,,100,D971,patron,G1,,,,,,Viennese Room,,,
266,291,,female,FALSE,,tristate road runners,2,,100,ma58,patron,d,,tristate road runners table 4,,,,cabaret room,,,
270,266,,female,FALSE,,dayton aaa,2,,100,me,patron,,,dayton aaa table ,,,,cabaret room,,,
265,304,,female,FALSE,,dayton aaa,2,,100,mf,patron,d,,dayton aaa table ,,,,cabaret room,,,
255,225,,female,FALSE,,dayton aaa,2,,100,mh,patron,,,dayton aaa table ,,,,cabaret room,,,
281,271,,female,FALSE,,dayton aaa,2,,100,mk,patron,d,,dayton aaa table ,,,,cabaret room,,,
258,220,,female,FALSE,,dayton aaa,2,,100,mm,patron,d,,dayton aaa table ,,,,cabaret room,,,
249,256,,female,FALSE,,tristate road runners,2,,100,mo70,patron,d,,tristate road runners table 4,,,,cabaret room,,,
252,225,,female,FALSE,,tristate road runners,2,,100,mp31,patron,,,tristate road runners table 7,,,,cabaret room,,,
248,295,,female,FALSE,,tristate road runners,2,,100,mp43,patron,,,tristate road runners table 9,,,,cabaret room,,,
268,293,,female,FALSE,,dayton aaa,2,,100,mw,patron,d,,dayton aaa table ,,,,cabaret room,,,
271,311,,female,FALSE,,dayton aaa,2,,100,my,patron,,,dayton aaa table ,,,,cabaret room,,,
257,260,,female,FALSE,,tristate road runners,2,,100,mz7,patron,,,tristate road runners table 9,,,,cabaret room,,,
273,46,,female,FALSE,,d97,4,,100,d97a,patron,G1,,,,,,Viennese Room,,,
265,72,,female,FALSE,,,,,100,h54,patron,G1,,,,,,Viennese Room,,,
269,63,,male,FALSE,,,,,100,h55,patron,G1,,,,,,Viennese Room,,,
198,132,,male,TRUE,,,,,100,n46,tipped staff,K,,,,,,empire room,,,
223,56,,male,TRUE,,,,,100,m13,contractor,G2,,,,,,garden 2,,,
216,41,,female,FALSE,,,,,100,m14,patron,,,,,,,garden 2,,,
140,110,,male,FALSE,,,,,100,n5,patron,K,,,,,,empire room,,,
256,257,,male,FALSE,,n50,4,,100,n50,patron,S,,,,,,cabaret room,,,
277,255,,female,FALSE,,n50,4,,100,n50a,patron,S,,,,,,cabaret room,,,
207,117,,male,FALSE,,n51,4,,100,n51,patron,M,,,,,,empire room,,,
126,116,,female,FALSE,,n51,4,,100,n51a,patron,M,,,,,,empire room,,,
269,270,,female,FALSE,,dayton aaa,2,,100,n75,patron,,,dayton aaa table ,,,,cabaret room,,,
197,398,,female,FALSE,,,,,100,n76,patron,K,,,,,,Crystal Room 4,,,
273,318,,female,FALSE,,tristate road runners,2,,100,ne32,patron,,,tristate road runners table 9,,,,cabaret room,,,
276,292,,female,FALSE,,,,,100,o10/16?,patron,GC,,,,,,cabaret room,,,
219,219,,female,TRUE,,,,,100,o2,tipped staff,,,,,,,garden 1,,,
202,121,,male,FALSE,,,,,100,o26a,patron,,,,,,,empire room,,,
182,136,,female,FALSE,,,,,100,o26,patron,M,,,,,,empire room,,,
147,231,,female,TRUE,,,,,100,o3,tipped staff,,,,,,,garden 3,,,
269,304,,female,FALSE,,,,,100,o4,patron,C,,,,,,cabaret room,,,
68,64,,male,FALSE,,,,,100,o5a,patron,S,,,,,,main dining,,,
78,52,,male,FALSE,,,,,100,o5,patron,K,,,,,,main dining,,,
247,289,,female,TRUE,,,,,100,o6,non-tipped,C,,,,,,cabaret room,,,
132,116,,male,FALSE,,,,,100,o7,patron,M,,,,,,empire room,,,
170,217,,female,TRUE,,,,,100,o8,non-tipped,,,,,,,garden rooms,,,
282,312,,male,FALSE,,,,,100,o92,patron,S,,,,,,cabaret room,,,
270,324,,male,FALSE,,tristate road runners,2,,100,oc73,patron,d,,tristate road runners table 4,,,,cabaret room,,,
277,307,,male,FALSE,,tristate road runners,2,,100,ol41,patron,,,tristate road runners table 2,,,,cabaret room,,,
247,269,,female,FALSE,,dayton aaa,2,,100,os,patron,d,,dayton aaa table ,,,,cabaret room,,,
265,237,,male,FALSE,,,,,100,p10,patron,GC,,,,,,cabaret room,,,
148,62,,female,FALSE,,,,,100,p11,patron,M,,,,,,Foyer,,,
80,65,,female,FALSE,,,,,100,p13,patron,K,,,,,,main dining,,,
72,47,,male,FALSE,,,,,100,p14,patron,K,,,,,,main dining,,,
270,224,,female,FALSE,,,,,100,p15,patron,C,,,,,,cabaret room,,,
212,393,,female,FALSE,,,,,100,p16,patron,M,,,,,,Crystal Room 4,,,
269,237,,male,FALSE,,p17,4,,100,p17,patron,S,,,,,,cabaret room,,,
276,298,,male,FALSE,,p17,4,,100,p17a,patron,S,,,,,,cabaret room,,,
268,323,,female,TRUE,,,,,100,p18,contractor,M,,,,,,cabaret room,,,
269,219,,male,FALSE,,,,,100,p2,patron,S,,,,,,cabaret room,,,
261,216,,male,TRUE,,,,,100,p2/a1?,contractor,S,,,,,,cabaret room,,,
276,318,,male,FALSE,,,,,100,p22,patron,GC,,,,,,cabaret room,,,
192,399,,female,FALSE,,,,,100,p32,patron,M,,,,,,Crystal Room 4,,,
177,60,,female,TRUE,,,,,100,p4,non-tipped,,,,,,,bathroom,,,
275,243,30,female,FALSE,,,,,100,p5,patron,C,,,,,,cabaret room,,,
268,229,,female,FALSE,,,,,100,p6,patron,C,,,,,,cabaret room,,,
248,213,,female,FALSE,,dayton aaa,2,,100,p69,patron,,,dayton aaa table ,,,,cabaret room,,,
308,213,,male,TRUE,,,,,100,p71a,non-tipped,,,,,,,show room,,,
270,146,,female,FALSE,,,,,100,p71b,patron,S,,,,,,empire/cabaret bathroom,,,
250,250,,male,FALSE,,,,,100,p71,patron,GC,,,,,,cabaret room,,,
267,297,,female,FALSE,,,,,100,p8a,patron,C,,,,,,cabaret room,,,
265,225,,male,FALSE,,,,,100,p8,patron,S,,,,,,cabaret room,,,
278,237,,male,FALSE,,,,,100,p9,patron,C,,,,,,cabaret room,,,
264,237,,female,FALSE,,tristate road runners,2,,100,pn8,patron,,,tristate road runners table 6,,,,cabaret room,,,
281,221,,female,FALSE,,,,,100,q2,patron,S,,,,,,cabaret room,,,
259,279,,male,FALSE,,,,,100,q3,patron,S,,,,,,cabaret room,,,
274,209,,male,FALSE,,,,,100,qa,patron,S,,,,,,cabaret room,,,
263,301,32,male,FALSE,,,,,100,r1,patron,C,,,,,,cabaret room,,,
74,54,,female,TRUE,,,,,100,r10,tipped staff,S,,,,,,main dining,,,
95,72,,male,TRUE,,,,,100,r11,tipped staff,S,,,,,,main dining,,,
246,281,,female,FALSE,,,,,100,m19,patron,C,,,,,,cabaret room,,,
273,62,,male,FALSE,,,,,100,n1,patron,C,,,,,,Viennese Room,,,
254,315,,female,FALSE,,dayton aaa,2,,100,r120,patron,,,dayton aaa table ,,,,cabaret room,,,
252,230,,male,FALSE,,,,,100,r122,patron,GC,,,,,,cabaret room,,,
259,265,,female,TRUE,,,,,100,r126,non-tipped,,,,,,,cabaret room,,,
258,88,,male,TRUE,,,,,100,r13,contractor,C,,,,,,Viennese Room,,,
106,246,,female,TRUE,,,,,100,r14,tipped staff,C,,,,,,garden rooms,,,
205,404,,male,FALSE,,,,,100,r18,patron,K,,,,,,Crystal Room 4,,,
169,394,,female,TRUE,,,,,100,r19,contractor,M,,,,,,Crystal Room 5,,,
274,220,,female,TRUE,,,,,100,r2,contractor,C,,,,,,cabaret room,,,
211,397,,female,TRUE,,,,,100,r20,contractor,K,,,,,,Crystal Room 4,,,
261,273,,female,TRUE,,,,,100,r21,contractor,S,,,,,,cabaret room,,,
273,305,,male,TRUE,,,,,100,r23a,contractor,C,,,,,,cabaret room,,,
278,277,,female,TRUE,,,,,100,r23,contractor,S,,,,,,cabaret room,,,
72,78,,male,TRUE,,r24,4,,100,r24,contractor,K,,,,,,main dining,,,
97,76,,female,TRUE,,r24,4,,100,r25,contractor,,,,,,,main dining,,,
89,58,,male,TRUE,,r24,4,,100,r25a,contractor,K,,,,,,main dining,,,
161,129,,female,TRUE,,,,,100,r26,contractor,M,,,,,,Foyer,,,
265,291,,male,TRUE,,,,,100,r27,contractor,S,,,,,,cabaret room,,,
245,299,,female,TRUE,,,,,100,r29,contractor,GC,,,,,,cabaret room,,,
133,34,,male,TRUE,,,,,100,n49,tipped staff,K,,,,,,crystal rooms,,,
246,301,,female,FALSE,,r33,4,,100,r33,patron,S,,,,,,cabaret room,,,
270,250,,female,FALSE,,r33,4,,100,r33a,patron,S,,,,,,cabaret room,,,
156,112,,female,FALSE,,,,,100,r34,patron,M,,,,,,empire room,,,
133,123,,female,FALSE,,,,,100,r35,patron,G2,,,,,,empire room,,,
150,125,,female,FALSE,,,,,100,r35a,patron,G2,,,,,,empire room,,,
206,405,,female,FALSE,,,,,100,r36,patron,K,,,,,,Crystal Room 4,,,
218,57,,male,TRUE,,,,,100,r5,tipped staff,GC,,,,,,garden 2,,,
255,208,,male,FALSE,,,,,100,r7,patron,C,,,,,,cabaret room,,,
201,200,,male,TRUE,,,,,100,r8,tipped staff,S,,,,,,hall outside garden 2,,,
258,214,,female,FALSE,,,,,100,r9,patron,S,,,,,,cabaret room,,,
281,294,,male,FALSE,,tristate road runners,2,,100,rb36,patron,d,,tristate road runners table 1,,,,cabaret room,,,
264,201,,female,FALSE,,tristate road runners,2,,100,rb37,patron,d,,tristate road runners table 1,,,,cabaret room,,,
265,275,,female,FALSE,,tristate road runners,2,,100,rf1,patron,,,tristate road runners table 9,,,,cabaret room,,,
246,262,,female,FALSE,,tristate road runners,2,,100,rf13,patron,d,,tristate road runners table 2,,,,cabaret room,,,
269,284,,male,FALSE,,tristate road runners,2,,100,rh67,patron,,,tristate road runners table 8,,,,cabaret room,,,
251,234,,male,FALSE,,dayton aaa,2,,100,rj,patron,d,,dayton aaa table ,,,,cabaret room,,,
268,269,,male,FALSE,,tristate road runners,2,,100,rl55,patron,,,tristate road runners table 5,,,,cabaret room,,,
255,235,,female,FALSE,,tristate road runners,2,,100,rl56,patron,,,tristate road runners table 5,,,,cabaret room,,,
258,244,,male,FALSE,,dayton aaa,2,,100,ro,patron,,,dayton aaa table ,,,,cabaret room,,,
274,242,,female,FALSE,,tristate road runners,2,,100,ro3,patron,,,tristate road runners table 8,,,,cabaret room,,,
250,234,,female,FALSE,,tristate road runners,2,,100,rp66,patron,d,,tristate road runners table 4,,,,cabaret room,,,
249,260,,female,FALSE,,dayton aaa,2,,100,rt,patron,d,,dayton aaa table ,,,,cabaret room,,,
142,115,,female,FALSE,,,,,100,s00,patron,G2,,,,,,empire room,,,
249,129,,male,FALSE,,,,,100,s100a,patron,,,,,,,Viennese Room,,,
146,101,,male,TRUE,,,,,100,s100,non-tipped,M,,,,,,Foyer,,,
193,135,,male,FALSE,,s101,4,,100,s101,patron,S,,,,,,empire room,,,
184,125,,female,FALSE,,s101,4,,100,s101a,patron,S,,,,,,empire room,,,
276,289,,male,FALSE,,,,,100,s107,patron,GC,,,,,,cabaret room,,,
202,249,,female,TRUE,,,,,100,s13,non-tipped,,,,,,,garden 1,,,
246,60,,female,FALSE,,,,,100,s145,patron,G1,,,,,,Viennese Room,,,
265,71,,male,FALSE,,,,,100,s146,patron,G1,,,,,,Viennese Room,,,
194,396,,male,FALSE,,,,,100,s177,patron,M,,,,,,Crystal Room 4,,,
86,191,,female,TRUE,,,,,100,s2,non-tipped,,,,,,,kitchen,,,
196,393,,male,FALSE,,,,,100,s20,patron,K,,,,,,Crystal Room 4,,,
216,50,,male,TRUE,,,,,100,s21,tipped staff,,,,,,,garden 2,,,
116,236,,female,TRUE,,,,,100,s22,non-tipped,,,,,,,garden 4,,,
188,389,,female,FALSE,,s238,4,,100,s238a,patron,K,,,,,,Crystal Room 4,,,
74,193,,female,TRUE,,,,,100,s24,tipped staff,S,,,,,,kitchen,,,
247,127,,female,FALSE,,,,,100,s245,patron,G1,,,,,,Viennese Room,,,
244,70,,female,FALSE,,,,,100,s246,patron,G1,,,,,,Viennese Room,,,
162,231,,female,TRUE,,,,,100,s25,tipped staff,,,,,,,cabaret room/service bar,,,
259,281,,female,FALSE,,,,,100,s255,patron,GC,,,,,,cabaret room,,,
266,203,,female,FALSE,,,,,100,s256a,patron,M,,,,,,cabaret room,,,
248,266,,female,FALSE,,dayton aaa,2,,100,s257,patron,,,dayton aaa table ,,,,cabaret room,,,
279,252,,female,FALSE,,dayton aaa,2,,100,s259,patron,,,dayton aaa table ,,,,cabaret room,,,
215,63,,male,TRUE,,,,,100,s26,non-tipped,,,,,,,garden 2,,,
258,251,,female,FALSE,,dayton aaa,2,,100,s260,patron,,,dayton aaa table ,,,,cabaret room,,,
280,292,,male,FALSE,,,,,100,s265,patron,GC,,,,,,cabaret room,,,
188,200,,male,TRUE,,,,,100,s268,tipped staff,S,,,,,,hall outside garden 2,,,
79,74,,female,FALSE,,,,,100,s269a,patron,S,,,,,,main dining,,,
98,68,,male,TRUE,,,,,100,s269,tipped staff,K,,,,,,main dining,,,
83,59,,male,TRUE,,,,,100,s27,tipped staff,S,,,,,,main dining,,,
131,134,,male,FALSE,,,,,100,s271,patron,K,,,,,,empire room,,,
183,127,,male,FALSE,,,,,100,s272,patron,K,,,,,,empire room,,,
234,81,,female,TRUE,,,,,100,s28,tipped staff,,,,,,,hall,,,
210,404,,male,TRUE,,,,,100,s29,non-tipped,S,,,,,,2nd floor stair bar,,,
187,124,,male,TRUE,,,,,100,s30,non-tipped,S,,,,,,empire room,,,
85,55,,male,TRUE,,,,,100,s34,non-tipped,,,,,,,main dining,,,
92,194,,male,TRUE,,,,,100,s35,non-tipped,S,,,,,,kitchen,,,
257,196,26,female,FALSE,,,,,100,s37,patron,C,,,,,,cabaret room,,,
89,195,,male,TRUE,,,,,100,s38,non-tipped,S,,,,,,kitchen,,,
141,34,,male,FALSE,,,,,100,s39,patron,S,,,,,,crystal rooms,,,
59,136,,male,FALSE,,,,,100,s4a,patron,C,,,,,,kitchen,,,
271,258,,female,FALSE,,,,,100,s40,patron,M,,,,,,cabaret room,,,
248,280,,female,FALSE,,,,,100,s45,patron,S,,,,,,cabaret room,,,
248,319,,male,FALSE,,,,,100,s47,patron,GC,,,,,,cabaret room,,,
273,300,,female,FALSE,,,,,100,s48,patron,GC,,,,,,cabaret room,,,
247,249,,male,FALSE,,,,,100,s51,patron,C,,,,,,cabaret room,,,
281,277,,female,FALSE,,,,,100,s52,patron,C,,,,,,cabaret room,,,
256,242,,female,FALSE,,,,,100,s56,patron,S,,,,,,cabaret room,,,
272,228,,male,FALSE,,s59,4,,100,s59,patron,S,,,,,,cabaret room,,,
248,301,,female,FALSE,,s59,4,,100,s59a,patron,S,,,,,,cabaret room,,,
262,320,,male,TRUE,,,,,100,s6,tipped staff,C,,,,,,cabaret room,,,
69,51,,female,FALSE,,,,,100,s64a,patron,S,,,,,,main dining,,,
180,127,,male,TRUE,,,,,100,s64,tipped staff,M,,,,,,empire room,,,
206,227,,male,FALSE,,,,,100,s66,patron,,,,,,,garden 1,,,
215,230,,female,FALSE,,,,,100,s66a/261?,patron,,,,,,,garden 1,,,
96,61,,male,FALSE,,,,,100,s67a,patron,S,,,,,,main dining,,,
69,68,,male,FALSE,,,,,100,s67,patron,K,,,,,,main dining,,,
73,72,,female,FALSE,,,,,100,s68,patron,S,,,,,,main dining,,,
252,230,,female,FALSE,,,,,100,s69,patron,GC,,,,,,cabaret room,,,
275,256,,male,FALSE,,,,,100,s70,patron,GC,,,,,,cabaret room,,,
145,131,,male,FALSE,,,,,100,s74,patron,M,,,,,,empire room,,,
276,278,,male,FALSE,,s76,4,,100,s76,patron,S,,,,,,cabaret room,,,
249,228,,female,FALSE,,s76,4,,100,s76a,patron,S,,,,,,cabaret room,,,
204,133,,female,FALSE,,,,,100,s77,patron,M,,,,,,empire room,,,
143,126,,male,FALSE,,,,,100,s80,patron,M,,,,,,empire room,,,
157,133,,female,FALSE,,,,,100,s81,patron,G2,,,,,,empire room,,,
255,282,,male,FALSE,,,,,100,s82,patron,GC,,,,,,cabaret room,,,
273,236,,female,FALSE,,,,,100,s83,patron,GC,,,,,,cabaret room,,,
263,292,,female,FALSE,,,,,100,s84,patron,S,,,,,,cabaret room,,,
194,132,,female,FALSE,,,,,100,s85,patron,K,,,,,,empire room,,,
130,132,,male,FALSE,,,,,100,s86,patron,K,,,,,,empire room,,,
196,394,,male,FALSE,,,,,100,s89,patron,K,,,,,,Crystal Room 4,,,
